item_id,dyn_1,dyn_2,dyn_3,dyn_4,dyn_5,dyn_6,dyn_7,dyn_8,dyn_9,dyn_10,dyn_11,dyn_12,dyn_13,dyn_14,dyn_15,dyn_16
HOUSEHOLD_2_097,-1.430988,3.4919467,2.8019443,6.583684,-3.4933512,3.1162329,7.981851,-0.7337038,2.2054904,3.008356,0.375995,2.3499308,4.367416,-0.0076683983,-3.525219,1.9815855
HOUSEHOLD_2_204,-1.557888,3.4529486,2.7601078,6.6248903,-3.4367478,2.9635978,8.12161,-0.75538915,2.1920881,3.0979438,0.43128368,2.423436,4.209864,0.013123266,-3.6125672,1.9114141
HOUSEHOLD_2_156,-1.7901412,3.3703327,2.6905882,6.6867623,-3.3412292,2.6991591,8.366503,-0.7910203,2.170346,3.2583342,0.52855504,2.5416307,3.9282832,0.060043566,-3.766859,1.7878804
HOUSEHOLD_2_278,-1.4373863,3.4933486,2.794348,6.5882087,-3.475578,3.0901082,7.995795,-0.7374708,2.1965432,3.0176857,0.37909782,2.3720758,4.351194,-0.010640697,-3.5361762,1.9816704
HOBBIES_1_107,-1.5254039,3.4870934,2.7520616,6.589544,-3.3685126,2.9252012,8.066224,-0.76852006,2.152844,3.0702698,0.40181822,2.4708838,4.213421,-0.020501079,-3.6095839,1.9628401
HOBBIES_2_134,-1.4709514,3.5006614,2.7762365,6.5982947,-3.4332254,3.0206187,8.032824,-0.7491945,2.1790276,3.0405073,0.38895577,2.4229336,4.3017564,-0.018598132,-3.5693607,1.9779036
HOBBIES_1_120,-1.4837823,3.507576,2.7660108,6.6006985,-3.4080105,2.9862676,8.0446005,-0.7551013,2.1686938,3.0496879,0.39284745,2.449111,4.2799325,-0.02506735,-3.582519,1.9783714
HOBBIES_1_302,-1.453678,3.5002656,2.781429,6.5931897,-3.4491909,3.0493681,8.0131855,-0.7439794,2.185801,3.0285082,0.38546714,2.4035902,4.327275,-0.018188093,-3.5513856,1.9799364
HOUSEHOLD_2_502,-1.7526001,3.4079783,2.6854875,6.6804543,-3.3257458,2.7007184,8.331422,-0.7911039,2.1542099,3.2339275,0.51423794,2.5634804,3.9662604,0.033390407,-3.7417667,1.817846
FOODS_3_321,-2.0824785,3.2963157,2.5511706,6.7002306,-3.0513482,2.1810453,8.650279,-0.86914885,2.0281935,3.4626331,0.6274964,2.8216646,3.4691734,0.06925945,-3.9593153,1.6832733
HOUSEHOLD_2_018,-1.6094967,3.4564168,2.729494,6.64148,-3.380922,2.861178,8.181149,-0.769315,2.168391,3.1364007,0.45435536,2.4925332,4.13697,0.0058799405,-3.653284,1.8948011
HOUSEHOLD_1_261,-1.5883209,3.4800007,2.7152333,6.600639,-3.2947297,2.8011684,8.130033,-0.78812647,2.1218014,3.1153471,0.42518574,2.5491557,4.1167345,-0.026529608,-3.6585035,1.9414974
HOUSEHOLD_2_445,-1.8752224,3.3743126,2.6387577,6.712545,-3.2508945,2.529413,8.466763,-0.81284404,2.1255927,3.3234954,0.56470305,2.6568234,3.8078845,0.04951562,-3.8290799,1.7628479
FOODS_2_280,-1.4735966,3.5003955,2.7704313,6.601386,-3.430466,3.0128596,8.036369,-0.7484364,2.1793852,3.0429842,0.3955102,2.4273784,4.2999105,-0.020624235,-3.5675576,1.9712663
HOUSEHOLD_2_306,-1.7119925,3.4317608,2.6889288,6.6675367,-3.3083482,2.7107446,8.295173,-0.79056555,2.1391933,3.2105758,0.4919027,2.5818236,4.0019054,0.015882302,-3.7300522,1.8568972
HOUSEHOLD_2_147,-1.4437138,3.5146549,2.7772517,6.5936337,-3.437269,3.0394309,8.005554,-0.7448114,2.1799872,3.0228052,0.38336095,2.4182887,4.3340254,-0.029324891,-3.5506837,1.9884338
HOUSEHOLD_2_094,-1.6261998,3.465102,2.7124627,6.6466,-3.3461695,2.8086333,8.202347,-0.7755586,2.1516974,3.151385,0.46197283,2.534035,4.10791,-0.0026706299,-3.6698565,1.8955431
HOUSEHOLD_2_026,-1.536919,3.5136123,2.7234564,6.5965266,-3.299952,2.8383536,8.084649,-0.7813019,2.120993,3.084471,0.40708044,2.549593,4.1787252,-0.045978244,-3.6348798,1.9753495
HOUSEHOLD_2_429,-1.6707704,3.4536371,2.6950264,6.6571712,-3.319385,2.7473872,8.249272,-0.78326905,2.1416738,3.182093,0.47980076,2.5661616,4.051081,0.0027746763,-3.6988642,1.8761497
HOBBIES_1_217,-1.5491673,3.509345,2.7246618,6.622724,-3.32792,2.8477829,8.124103,-0.7734735,2.13607,3.1024685,0.42119056,2.5478487,4.1827483,-0.03529066,-3.6409373,1.9601942
HOBBIES_2_079,-1.5279481,3.5217962,2.7264326,6.5974646,-3.3057337,2.8497515,8.079413,-0.77931005,2.1235592,3.0780046,0.4026608,2.548804,4.194889,-0.04947337,-3.6305172,1.9839857
HOUSEHOLD_2_428,-1.6956367,3.4519045,2.682616,6.665314,-3.2974474,2.703114,8.278965,-0.78870136,2.132552,3.200995,0.49136734,2.5945175,4.0162435,0.0019678809,-3.71878,1.866163
HOUSEHOLD_2_042,-1.6936861,3.4544625,2.6806586,6.6656413,-3.2913742,2.6973205,8.279528,-0.7895976,2.1296272,3.2019374,0.4895222,2.6021879,4.015848,-0.00029180013,-3.7202327,1.869824
HOBBIES_1_311,-2.1844065,3.266045,2.541593,6.76043,-3.0909815,2.1338873,8.777587,-0.8492246,2.0664144,3.5409322,0.6962815,2.835281,3.4157438,0.11805329,-4.033495,1.6252202
HOUSEHOLD_2_134,-1.4585453,3.5229125,2.7618158,6.6009703,-3.403494,2.99018,8.0268755,-0.75139856,2.1654491,3.0380871,0.39064392,2.4592474,4.306184,-0.037998825,-3.5691142,1.9887362
HOUSEHOLD_2_211,-1.4644905,3.5226002,2.7576509,6.60414,-3.3951955,2.976093,8.036289,-0.75328106,2.1615627,3.04425,0.39363733,2.4703195,4.296372,-0.03830096,-3.576041,1.9869142
HOUSEHOLD_2_083,-1.6400961,3.4695945,2.7001917,6.647501,-3.312071,2.7643197,8.221152,-0.7831177,2.135129,3.1622026,0.4614582,2.5730166,4.0823417,-0.009396203,-3.689533,1.9041115
HOBBIES_2_143,-1.531567,3.5083504,2.7235198,6.623052,-3.3178449,2.8422441,8.125666,-0.7738862,2.124158,3.103659,0.41341865,2.5648766,4.189078,-0.03684757,-3.641291,1.9738718
HOBBIES_1_192,-1.4642737,3.5245888,2.7565954,6.603236,-3.392113,2.9735785,8.03539,-0.7538884,2.1602037,3.043082,0.39281273,2.473394,4.2967477,-0.04037658,-3.5762534,1.9893332
HOUSEHOLD_2_456,-1.9138718,3.3880832,2.60912,6.717583,-3.1914346,2.4307313,8.506564,-0.8235866,2.096565,3.3504713,0.58013815,2.72347,3.7458317,0.038045105,-3.8559613,1.7607548
HOBBIES_2_034,-1.486923,3.5221915,2.7444522,6.6118894,-3.3687046,2.9289563,8.064954,-0.75950146,2.15045,3.063818,0.4024765,2.5035827,4.262061,-0.04014224,-3.5966048,1.9808447
HOBBIES_2_080,-1.4623764,3.5283773,2.7564206,6.6047573,-3.3934145,2.975825,8.03194,-0.7529653,2.1628973,3.0416305,0.39378816,2.4716375,4.3006835,-0.041708447,-3.5742264,1.988241
FOODS_2_261,-1.54744,3.5040848,2.724442,6.6269073,-3.3414295,2.85758,8.127839,-0.76917857,2.1418777,3.1041138,0.42635977,2.5381095,4.1897635,-0.030219544,-3.633943,1.9518958
HOBBIES_2_055,-1.4851774,3.5245416,2.7433677,6.611272,-3.3646998,2.9257548,8.06432,-0.7602705,2.1481125,3.063027,0.40132695,2.5089166,4.262979,-0.042646185,-3.5969913,1.983746
HOUSEHOLD_2_141,-1.5044955,3.5183945,2.7384565,6.6165757,-3.362574,2.9105232,8.080708,-0.7613134,2.1497161,3.0737479,0.41097367,2.5111904,4.243451,-0.03841594,-3.6058075,1.9713259
HOUSEHOLD_2_106,-1.46711,3.5326738,2.7491136,6.6068277,-3.3758612,2.9516516,8.041027,-0.7563573,2.15358,3.0474427,0.3953472,2.4939125,4.289208,-0.047301043,-3.5828662,1.9915223
FOODS_1_079,-1.5460508,3.5235844,2.6966262,6.635937,-3.257557,2.755917,8.160089,-0.78200245,2.0944676,3.1312966,0.42337403,2.6435537,4.149038,-0.05199224,-3.6709406,1.9795201
FOODS_3_724,-2.1604316,3.3057117,2.535936,6.7562613,-3.0554926,2.1097238,8.757623,-0.8565842,2.0425038,3.5226564,0.67952245,2.8750703,3.4293108,0.08935593,-4.0262065,1.6596463
HOUSEHOLD_2_210,-1.987687,3.3836572,2.5761867,6.73295,-3.1217196,2.3006725,8.5851555,-0.83932096,2.0642102,3.4031289,0.60750765,2.803955,3.6422393,0.037822563,-3.9109342,1.7422913
FOODS_1_107,-1.5713813,3.5107014,2.7086139,6.630303,-3.2994428,2.7982206,8.156321,-0.78020763,2.1227436,3.1194553,0.43023092,2.585137,4.1509976,-0.03835036,-3.6617353,1.9564483
HOBBIES_1_251,-1.4842093,3.541198,2.733072,6.6135798,-3.3404064,2.8991556,8.064193,-0.7630972,2.1380935,3.0633054,0.40267372,2.537621,4.2602844,-0.05604103,-3.6035604,1.9933991
FOODS_2_235,-2.5451405,3.2303407,2.4079697,6.8053164,-2.778026,1.5594007,9.107475,-0.9358985,1.9288718,3.76997,0.8179814,3.1505218,2.9181554,0.12626545,-4.2775893,1.5263716
HOBBIES_2_042,-1.5610512,3.5360942,2.693355,6.6355844,-3.2515497,2.7449155,8.160157,-0.785805,2.097636,3.127106,0.42827824,2.6462684,4.1411157,-0.060211748,-3.6763399,1.9768236
HOBBIES_2_001,-1.487444,3.5446155,2.7270308,6.617005,-3.3266678,2.8786561,8.072464,-0.76486874,2.1316798,3.0690494,0.4062687,2.5557055,4.251125,-0.059876207,-3.6105738,1.9938018
HOUSEHOLD_2_034,-1.540411,3.530591,2.7093728,6.6286554,-3.2987192,2.811213,8.126558,-0.7741843,2.1206021,3.1051333,0.42611706,2.589637,4.1845155,-0.052457884,-3.6439075,1.9704849
HOUSEHOLD_2_004,-1.655993,3.5113575,2.6430316,6.6110387,-3.1334224,2.5709264,8.20256,-0.8188522,2.0484257,3.1691105,0.4532079,2.7260764,3.9865105,-0.068715125,-3.732558,1.9451714
HOUSEHOLD_2_149,-1.7408742,3.495616,2.6143358,6.6355352,-3.0877492,2.4581208,8.295884,-0.83219826,2.0319932,3.2308626,0.4888016,2.7851326,3.8815885,-0.05580102,-3.7883027,1.9084564
FOODS_3_092,-2.3734922,3.234074,2.4850402,6.7275887,-2.9120896,1.851773,8.869097,-0.9234,1.9793336,3.6139767,0.7280162,2.94703,3.1264474,0.105713025,-4.1178885,1.5746189
HOBBIES_1_184,-1.8899926,3.436028,2.5939133,6.708686,-3.1167336,2.369731,8.489456,-0.83531857,2.0554857,3.340361,0.559214,2.806256,3.7490063,0.0006338116,-3.8698726,1.813503
HOUSEHOLD_2_304,-1.8663951,3.454636,2.597028,6.702319,-3.1184776,2.3822782,8.459785,-0.8310663,2.052681,3.322269,0.5547754,2.8021336,3.7749977,-0.01060996,-3.849561,1.8254181
HOBBIES_2_066,-1.5266926,3.5456269,2.705023,6.627403,-3.2806904,2.801447,8.119725,-0.7769329,2.1123276,3.0998578,0.41869587,2.6119404,4.194264,-0.06355891,-3.6461062,1.9872808
HOBBIES_2_056,-1.5138907,3.5505083,2.7080703,6.626025,-3.286737,2.814706,8.106769,-0.7736739,2.1153445,3.092646,0.41673112,2.6057754,4.210143,-0.06630789,-3.636968,1.9905918
HOUSEHOLD_2_010,-2.3281271,3.3265266,2.4516914,6.792853,-2.8846729,1.8018998,8.914986,-0.9061261,1.9642487,3.6248543,0.7337224,3.0701773,3.1983316,0.062182307,-4.136902,1.615131
HOUSEHOLD_2_446,-1.5191733,3.5521798,2.7052624,6.6250997,-3.277269,2.8033018,8.112304,-0.7768924,2.1093895,3.0942285,0.41544044,2.6156437,4.201857,-0.06840941,-3.6440337,1.9944413
HOUSEHOLD_2_006,-1.5815152,3.5337024,2.6844695,6.643438,-3.2536478,2.7327845,8.175813,-0.78510225,2.1046276,3.1363485,0.44327122,2.646973,4.130186,-0.05771626,-3.6785383,1.95919
FOODS_3_496,-3.0782127,3.0992785,2.2287333,6.8320117,-2.4111822,0.8411348,9.5107975,-1.0817411,1.7754549,4.0427804,0.98347205,3.4602938,2.1894364,0.14314605,-4.558807,1.3106744
FOODS_3_548,-1.5154958,3.5526013,2.707587,6.625783,-3.2850404,2.8128264,8.106074,-0.7741637,2.1140268,3.0914567,0.41700536,2.6071813,4.209518,-0.06796743,-3.63848,1.9919298
HOBBIES_2_049,-1.5092552,3.55538,2.7065694,6.625279,-3.2820945,2.8140054,8.102749,-0.7738205,2.1123474,3.0897028,0.41485628,2.6113844,4.2156186,-0.0702627,-3.636288,1.9962754
HOUSEHOLD_2_192,-1.681013,3.5197012,2.6298778,6.626775,-3.1111133,2.5280368,8.239034,-0.82446164,2.040667,3.1906588,0.46328592,2.763475,3.960368,-0.07148117,-3.757296,1.9423724
HOUSEHOLD_2_162,-2.373227,3.318174,2.435497,6.768363,-2.7995615,1.7014662,8.934979,-0.9208095,1.9268578,3.6512585,0.74074227,3.1323056,3.1170475,0.06360844,-4.191482,1.631899
FOODS_1_164,-1.6850921,3.5304778,2.6333406,6.6571736,-3.1250749,2.5224154,8.281793,-0.818017,2.0456543,3.2121472,0.47157335,2.7847106,3.9663928,-0.066460006,-3.7730076,1.9450885
HOBBIES_2_093,-1.5539142,3.5603654,2.6784527,6.639132,-3.2112513,2.702475,8.162121,-0.7909387,2.0789585,3.1306143,0.42681876,2.6974804,4.1376953,-0.079210736,-3.6870422,1.995585
HOBBIES_2_013,-1.5030128,3.5629764,2.7036297,6.6258764,-3.2714887,2.8033457,8.101225,-0.7741628,2.1064816,3.0894012,0.4147254,2.6256113,4.216922,-0.0764354,-3.6386929,2.0024598
HOUSEHOLD_2_253,-1.5082942,3.5601032,2.7044914,6.6258116,-3.2780886,2.809153,8.101254,-0.77363837,2.1110024,3.0885613,0.4165373,2.617274,4.2178073,-0.07383165,-3.6363397,1.9978366
HOUSEHOLD_2_274,-1.5192846,3.5604992,2.6979458,6.6287804,-3.2631454,2.785536,8.116954,-0.77830696,2.1048625,3.0985668,0.41841388,2.6347387,4.198803,-0.07440834,-3.6485746,1.9968095
FOODS_1_211,-1.6784699,3.5404432,2.6327577,6.655254,-3.121264,2.5243857,8.271908,-0.8177117,2.0445004,3.2051814,0.47073928,2.7885919,3.9759398,-0.07273008,-3.7695975,1.9508075
HOBBIES_2_113,-1.5381169,3.5587513,2.692527,6.630939,-3.2437174,2.7541878,8.134283,-0.7854993,2.0958862,3.108503,0.42045146,2.6540344,4.1704283,-0.07518096,-3.6667347,1.996068
HOUSEHOLD_2_494,-1.9063281,3.4677775,2.56727,6.71048,-3.051581,2.283498,8.4987955,-0.84563977,2.0232027,3.349021,0.5686617,2.8799229,3.7130857,-0.025717486,-3.8876386,1.8272809
HOUSEHOLD_1_501,-1.5153009,3.5668194,2.6941535,6.6296163,-3.2506127,2.7718232,8.116884,-0.7787807,2.0971406,3.1008298,0.41859457,2.6515489,4.1977167,-0.08012104,-3.6513155,2.0031133
HOBBIES_2_102,-1.5288974,3.5705202,2.6830318,6.6349025,-3.2261844,2.733695,8.136369,-0.78368783,2.0868266,3.112859,0.42370686,2.682784,4.1759048,-0.08519002,-3.6672711,2.0033329
HOUSEHOLD_2_393,-1.5278088,3.5714076,2.6825354,6.6356645,-3.22423,2.7313185,8.136409,-0.78412545,2.0849946,3.1136446,0.4229202,2.6856296,4.1749434,-0.08584144,-3.66779,2.0048254
HOBBIES_2_112,-1.5638617,3.560124,2.6761065,6.6388354,-3.215705,2.704218,8.165535,-0.7911552,2.084221,3.1286185,0.4316169,2.691064,4.1375375,-0.07824589,-3.687526,1.9898973
HOUSEHOLD_2_503,-1.5448856,3.5668082,2.6774337,6.6396,-3.2186766,2.7130427,8.151972,-0.78521985,2.0845132,3.123936,0.43244296,2.6919644,4.156313,-0.08308734,-3.676452,1.9946175
HOUSEHOLD_2_254,-2.002805,3.4573545,2.526859,6.728728,-2.9739923,2.135309,8.592139,-0.86664206,1.9909967,3.4110267,0.60390437,2.9685519,3.586504,-0.023751818,-3.9543307,1.797896
HOUSEHOLD_2_292,-2.019761,3.455418,2.5211835,6.7306905,-2.9595978,2.1110032,8.608689,-0.8716892,1.9860967,3.420823,0.6075151,2.9824297,3.5641322,-0.02219775,-3.9687269,1.7949126
HOUSEHOLD_2_415,-1.5803286,3.5766652,2.6567333,6.6434493,-3.1628642,2.6355567,8.186007,-0.80061173,2.0600793,3.1463108,0.43613017,2.7516353,4.102262,-0.09334213,-3.7140424,1.9997351
FOODS_3_165,-1.5302596,3.5772746,2.676563,6.637384,-3.209148,2.712483,8.142305,-0.78598964,2.0792117,3.118273,0.4258168,2.704047,4.1682706,-0.090587094,-3.6738641,2.0074186
HOBBIES_2_068,-1.5718584,3.5774891,2.6563764,6.6487155,-3.1646576,2.6353817,8.189732,-0.79791135,2.0596733,3.1486354,0.43815637,2.7577865,4.108865,-0.09391384,-3.7119906,2.000415
HOUSEHOLD_2_243,-1.5343716,3.5772324,2.6755795,6.6378837,-3.210606,2.7132325,8.143325,-0.78558606,2.0807939,3.1188183,0.42816818,2.7017844,4.1676936,-0.090110615,-3.6741111,2.0054066
HOUSEHOLD_2_208,-2.0828717,3.4596958,2.4890792,6.7375417,-2.8718698,1.9757597,8.668576,-0.89348507,1.9479282,3.4660146,0.62204814,3.076774,3.4645417,-0.03234678,-4.0299067,1.7921176
HOUSEHOLD_2_107,-1.5298722,3.579625,2.675749,6.638565,-3.210878,2.7145941,8.1395,-0.7844282,2.080701,3.1167364,0.4282994,2.7026234,4.1720686,-0.09193659,-3.6724432,2.0068004
HOBBIES_1_259,-1.537645,3.5794606,2.6731174,6.639436,-3.2063015,2.7047827,8.147051,-0.78616154,2.0792499,3.1204226,0.4300505,2.7086985,4.164178,-0.09212321,-3.677395,2.0047846
FOODS_1_010,-1.7735729,3.5355046,2.5874481,6.674278,-3.0173573,2.3507712,8.3769655,-0.8465834,2.000053,3.272263,0.49668276,2.9084234,3.8403692,-0.07674602,-3.8548684,1.9373208
HOUSEHOLD_2_504,-2.0476537,3.4637685,2.4872274,6.6993446,-2.8368256,1.9788368,8.605793,-0.9018047,1.9294747,3.4323094,0.5971051,3.0772767,3.4785774,-0.050673902,-4.014953,1.8190178
HOUSEHOLD_2_092,-1.5320618,3.583045,2.6717052,6.6394944,-3.1988392,2.6982293,8.14541,-0.7859055,2.0749435,3.120749,0.4297692,2.7186131,4.1658115,-0.09578251,-3.6784384,2.0098095
HOBBIES_2_008,-1.559474,3.5905607,2.6552126,6.644508,-3.1558661,2.6350353,8.174052,-0.7973349,2.0564978,3.1400492,0.4346319,2.7660403,4.1223917,-0.10376914,-3.7074745,2.0120635
HOUSEHOLD_2_351,-2.0181353,3.4702446,2.5133975,6.7301483,-2.9308558,2.0844743,8.603765,-0.87566054,1.9743214,3.420422,0.6064374,3.0157146,3.560963,-0.034356285,-3.9758244,1.8094196
FOODS_2_084,-2.5202723,3.3323753,2.338905,6.7685666,-2.5765603,1.383102,9.035102,-0.9811472,1.8302296,3.726636,0.7754702,3.349299,2.8815427,0.021562535,-4.2989993,1.6174321
HOUSEHOLD_2_144,-2.0385585,3.4662192,2.5069318,6.7344227,-2.9186563,2.05822,8.6225395,-0.87953633,1.9701042,3.4324145,0.6134925,3.0288105,3.5356016,-0.032037757,-3.9894218,1.8019888
HOUSEHOLD_2_441,-1.5453044,3.5830953,2.6643698,6.642098,-3.1865745,2.6770914,8.160103,-0.7899285,2.0697682,3.1297398,0.43271726,2.7330923,4.149444,-0.09631026,-3.6879663,2.0073018
HOBBIES_2_057,-1.6112844,3.5713463,2.6337051,6.6561728,-3.104232,2.54139,8.246383,-0.8144486,2.0287564,3.1856737,0.4446437,2.8283775,4.037414,-0.09521424,-3.7569568,2.000864
HOBBIES_1_257,-1.5575321,3.58464,2.6600907,6.6445103,-3.1736078,2.656433,8.17248,-0.7953868,2.0652514,3.1349013,0.4339966,2.7467306,4.1319227,-0.09747408,-3.7013178,2.007154
HOBBIES_2_039,-1.5517474,3.587645,2.6546588,6.6459913,-3.1568487,2.6371303,8.177484,-0.7959754,2.0545418,3.1424377,0.43359756,2.7695818,4.126564,-0.101477474,-3.7048833,2.0134697
HOUSEHOLD_2_122,-2.654042,3.2883146,2.3302443,6.813854,-2.579553,1.2961373,9.1736,-0.9752348,1.8426256,3.8158584,0.84563804,3.3786073,2.7653646,0.07746403,-4.3778615,1.560292
HOUSEHOLD_2_227,-1.5908415,3.578404,2.6454246,6.652573,-3.1457736,2.6027083,8.2094145,-0.8027351,2.0522778,3.1599336,0.44500422,2.7806811,4.086248,-0.095972694,-3.7264085,1.9973063
FOODS_3_402,-1.7306948,3.5533998,2.5799208,6.63305,-2.9839249,2.3600767,8.293756,-0.85148567,1.9860258,3.2267082,0.47499424,2.905033,3.869914,-0.104432486,-3.823961,1.9627054
HOUSEHOLD_2_125,-2.1112998,3.4432585,2.4865682,6.7439647,-2.8725247,1.9654295,8.697753,-0.89419156,1.9537301,3.4792879,0.6345576,3.0777137,3.442883,-0.018377334,-4.049769,1.7808998
HOUSEHOLD_2_105,-1.548335,3.5911028,2.6547585,6.6463985,-3.1606224,2.6434512,8.17118,-0.79333955,2.0578763,3.1390922,0.43598673,2.7657084,4.135452,-0.10332904,-3.7000902,2.0133965
HOUSEHOLD_2_116,-2.610899,3.3081555,2.3380313,6.8009243,-2.571728,1.3176484,9.135941,-0.97267145,1.8382938,3.7939723,0.82414937,3.385316,2.8069692,0.061815582,-4.369664,1.5933198
HOUSEHOLD_2_516,-2.0220885,3.4803288,2.5046856,6.733157,-2.907886,2.0585399,8.609116,-0.8800545,1.965571,3.4248183,0.60691273,3.0434604,3.5525556,-0.042661734,-3.9862761,1.8170203
HOUSEHOLD_1_406,-2.7995217,3.2475042,2.2705548,6.784246,-2.4126334,1.042544,9.258306,-1.0129532,1.7710458,3.897907,0.88874316,3.5057945,2.5386438,0.08508281,-4.482563,1.5284048
HOUSEHOLD_2_168,-2.082081,3.4609966,2.487937,6.74364,-2.8790627,1.9860353,8.667464,-0.8909063,1.95473,3.462479,0.6284241,3.0748022,3.476115,-0.03200186,-4.022535,1.7893643
FOODS_3_256,-1.5644668,3.587164,2.6522915,6.6475654,-3.1594527,2.6345673,8.182365,-0.7965519,2.0576437,3.1433382,0.43802732,2.7666717,4.1217003,-0.10140547,-3.7077446,2.0076513
HOUSEHOLD_2_099,-2.0438466,3.4776266,2.4967318,6.735946,-2.8898754,2.0244572,8.628267,-0.8848694,1.9582131,3.4373896,0.6150768,3.0632534,3.523624,-0.042417467,-4.0008044,1.8103954
HOUSEHOLD_2_362,-1.5514238,3.5930355,2.6512065,6.647147,-3.151515,2.6305203,8.176031,-0.794581,2.0526834,3.142639,0.4370638,2.777819,4.129437,-0.10606251,-3.7057378,2.0157685
HOUSEHOLD_2_458,-1.6628228,3.5788386,2.5920966,6.624202,-2.9983015,2.4165883,8.237893,-0.8418469,1.9878684,3.1912239,0.45185107,2.8945541,3.9466376,-0.12222822,-3.7905357,1.9981496
HOUSEHOLD_2_420,-2.7674692,3.2720113,2.2909784,6.8185987,-2.4787047,1.1219423,9.263739,-0.99671143,1.8052492,3.8845594,0.88391054,3.478785,2.6163986,0.08548281,-4.467581,1.5361617
HOUSEHOLD_2_038,-2.0526547,3.483274,2.4864988,6.7407365,-2.8632462,1.9894662,8.644751,-0.8910649,1.9465034,3.4483287,0.6157739,3.0949883,3.503904,-0.047217093,-4.0170655,1.8155392
